Unnamed: 0,name,artist,danceability,energy,key,mode,valence,tempo,Cluster
26277,As The Ruin Falls,Thrice,0.293,0.939,6,0,0.364,0.3428535549090605,0
26278,The Restless Waves,Dirty Three,0.128,0.114,9,1,0.0671,0.3076205027313255,2
26279,Balloon Maker,Midlake,0.225,0.657,10,1,0.386,0.6810983905062895,2
26280,BlindBlindBlind,A Silver Mt. Zion,0.295,0.169,6,1,0.188,0.4592896460788213,0
26281,Frida Found A Friend,Efterklang,0.156,0.402,3,0,0.0827,0.290843257498064,1
26282,Strung Up From the Sky,Pelican,0.502,0.919,4,1,0.411,0.3537118817890705,1
26283,Apparitions,Long Distance Calling,0.252,0.67,9,0,0.0558,0.3977144770715168,2
26284,Cruiser,Red House Painters,0.52,0.266,3,1,0.154,0.5118692312522238,1
26285,"Yesterday, Today & Probably Tomorrow",The Courteeners,0.41,0.226,5,1,0.345,0.7139956884823877,0
26286,Bussing,Red Snapper,0.627,0.629,2,1,0.255,0.3851817744197242,1
26287,You Know It's True,Spiritualized,0.45,0.311,0,1,0.25,0.5435609786726388,1
26288,Wake Me,Message To Bears,0.522,0.564,0,0,0.418,0.4517716988635175,1
26289,Malacoda,Caspian,0.503,0.932,11,0,0.297,0.5275079009606731,2
26290,Davey Crockett,Fang Island,0.269,0.201,2,1,0.0593,0.4085058289206556,1
26291,Don Diasco,Xiu Xiu,0.423,0.549,2,1,0.0721,0.505992172293267,1
26292,Muppet Face,Xiu Xiu,0.532,0.458,0,1,0.0795,0.5644404445467676,1
26293,Unkerich,Bohren & der Club of Gore,0.387,0.113,1,0,0.0364,0.3261977019192533,1
26294,Get Out of This,Dinosaur Jr.,0.165,0.847,5,1,0.621,0.6827057912472007,0
26295,Cutting Ice to Snow,Efterklang,0.166,0.426,2,1,0.0508,0.4003809204880806,1
26296,Sunrise Goodbyes,Houston Calls,0.518,0.915,11,1,0.627,0.6829234600975324,2
26297,All Babes Are Wolves,Spinnerette,0.297,0.964,7,1,0.0579,0.7107013541514055,0
26298,Para,Calexico,0.375,0.562,4,0,0.306,0.3119278344042362,1
26299,Rising Tide,Hammock,0.159,0.49,8,0,0.0325,0.3199732099876515,0
26300,Counter Spark,Sondre Lerche,0.562,0.648,7,1,0.438,0.3911509240461291,0
26301,Walk on Water,Jesu,0.245,0.235,4,0,0.145,0.376211306222399,1
26302,Dream Odyssey,Mono,0.394,0.48,5,1,0.0911,0.255271144226543,0
26303,I Am Not Batman,Mogwai,0.06,0.103,7,1,0.0777,0.8300843466795037,0
26304,Otter's Pool,Super Numeri,0.258,0.142,3,0,0.0715,0.3480357479227276,1
26305,Pencil Rot,Stephen Malkmus,0.666,0.72,7,1,0.604,0.5070763306054962,0
26306,Harbor,Touché Amoré,0.286,0.867,10,0,0.483,0.2915799828376483,2
26307,"Grow On, Grow Up, Grow Out",Moving Mountains,0.337,0.744,1,1,0.193,0.6696372883484377,1
26308,The Waves,Tamaryn,0.312,0.699,2,1,0.614,0.6523535444442119,1
26309,Mithridate,The Evpatoria Report,0.213,0.386,4,0,0.0394,0.6037799033047992,1
26310,Physics Of a Unicycle,cLOUDDEAD,0.343,0.634,0,1,0.242,0.4420854350237552,1
26311,Falling Horses,Efterklang,0.34,0.406,10,0,0.0926,0.6338809937420207,2
26312,Betraying Chino,65daysofstatic,0.423,0.816,3,0,0.15,0.5467339207601666,1
26313,Freedom Blade,This Will Destroy You,0.223,0.27,1,1,0.201,0.4817681408150024,1
26314,Golden Ball,Stereolab,0.132,0.433,9,1,0.313,0.3270265179262856,2
26315,Dumb Animals,Handsome Furs,0.526,0.606,5,1,0.0519,0.546177190816049,0
26316,Long Tomorrow,toe,0.529,0.751,6,0,0.153,0.5734485861989578,0
26317,A Mind Of Her Own,Pedro the Lion,0.409,0.887,11,0,0.267,0.6093848762008415,2
26318,Four Corners,The Sea and Cake,0.531,0.782,4,1,0.687,0.3265744364679043,1
26319,The Great Exchange,Thrice,0.524,0.715,9,0,0.13,0.5771908160488919,2
26320,When I Go Deaf,Low,0.182,0.118,7,1,0.0389,0.3289771657004123,0
26321,Weather,Other Lives,0.418,0.539,7,1,0.0414,0.519307645618368,0
26322,Don't Think,Lali Puna,0.668,0.527,1,1,0.611,0.4574017873961364,1
26323,When We Two Parted,Afghan Whigs,0.387,0.512,4,1,0.346,0.55856757152724,1
26324,Concrescence,Caspian,0.518,0.423,7,1,0.0829,0.3976809895560812,0
26325,Lonesome,Jakob,0.13,0.357,0,0,0.0493,0.3680529102743883,1
26326,I'm Taking the Train Home,The Twilight Sad,0.362,0.907,2,0,0.117,0.5781200946022312,1
26327,Morning Light,Anna Calvi,0.309,0.309,0,1,0.1,0.4748236673015342,1
26328,February,The Appleseed Cast,0.433,0.913,8,0,0.406,0.4101216015404257,0
26329,Blue Straggler,Electrelane,0.153,0.331,6,1,0.0385,0.5665208564432073,0
26330,Distant Shore,Dirty Three,0.301,0.111,5,1,0.0554,0.3155319282529982,0
26331,Cue the Strings,Low,0.261,0.506,2,1,0.137,0.4627597898658407,1
26332,On the Chin,Tortoise,0.51,0.331,10,1,0.0774,0.2612026203980828,2
26333,(Reprise),The Verve,0.25,0.574,2,1,0.179,0.5724732623118943,1
26334,Dead Cowboy,Lightning Bolt,0.255,0.996,10,0,0.0399,0.4068816844220265,2
26335,I Saw The Bright Shinies,The Octopus Project,0.644,0.726,5,0,0.22,0.494016199585592,0
26336,The Raven,Caspian,0.434,0.637,6,0,0.0925,0.5152849578266603,0
26337,A Million Times,Ms. John Soda,0.501,0.36,4,0,0.0592,0.3682287197304255,1
26338,Tsubasa,M83,0.196,0.402,5,0,0.0659,0.3556374139266204,0
26339,Fire In The Mountain,Long Distance Calling,0.528,0.793,9,0,0.261,0.5652650746143704,2
26340,The Little Bell,Broadcast,0.575,0.501,10,1,0.185,0.5037233931225016,2
26341,This Way,Psapp,0.87,0.587,7,1,0.809,0.4018376274095314,0
26342,Sandinista,Low,0.511,0.461,0,0,0.37,0.6384269239624103,1
26343,3704/3837,Ólafur Arnalds,0.201,0.244,7,0,0.0695,0.4842001716235167,0
26344,In the Pines,Widowspeak,0.613,0.51,0,1,0.504,0.3897904937315558,1
26345,My Dreaming Hill,Flying Saucer Attack,0.28,0.696,8,1,0.197,0.5361769815190774,0
26346,Following Betulas,Cult of Luna,0.487,0.932,6,0,0.279,0.529056698549572,0
26347,Dragonfly,Low,0.327,0.461,7,1,0.294,0.3633479143556793,0
26348,BTTLS,Battles,0.388,0.314,9,1,0.0353,0.5985851524728437,2
26349,13 Blues For Thirteen Moons,A Silver Mt. Zion,0.341,0.423,0,1,0.228,0.517913727788359,1
26350,Clover,Xiu Xiu,0.531,0.0313,2,0,0.0357,0.4332489168881727,1
26351,In Amber,Maybeshewill,0.481,0.79,1,1,0.25,0.5945833943782834,1
26352,Our Next Movement,toe,0.525,0.578,6,0,0.294,0.4856903660604031,0
26353,Towards The Bare Hill,Efterklang,0.391,0.542,1,1,0.381,0.6347558550827769,1
26354,Divisadero,Balmorhea,0.505,0.784,2,1,0.841,0.4776073170221227,1
26355,1978,Do Make Say Think,0.367,0.507,11,0,0.377,0.5101446242072878,2
26356,Ceremony,The Appleseed Cast,0.453,0.842,9,0,0.19,0.4904204776156889,2
26357,"Stop, Look and Listen",Belle and Sebastian,0.57,0.792,2,1,0.75,0.5301869021955253,1
26358,Speakeasy,Tortoise,0.339,0.312,0,1,0.136,0.6168065468092677,1
26359,The Sense of 'Me',Mud Flow,0.406,0.559,2,0,0.116,0.636819523221499,1
26360,Elephant And Castle,Houston Calls,0.606,0.825,4,1,0.648,0.393415517277465,1
26361,Snow Tip Cap Mountain,The Octopus Project,0.487,0.171,8,1,0.3,0.7073651604261286,0
26362,"Colt Stands Up, Grows Horns",Sunset Rubdown,0.18,0.562,0,1,0.038,0.6453504677787313,1
26363,Always Fade,Low,0.78,0.734,9,1,0.174,0.4643923062433287,2
26364,You Make Me Weak at the Knees,Electrelane,0.634,0.341,10,0,0.757,0.4908390715586346,2
26365,It Would Have Happened Anyway,Mogwai,0.191,0.27,5,1,0.0275,0.3875426442579376,0
26366,All of the Champs That Ever Lived,The Octopus Project,0.525,0.918,4,0,0.859,0.577990330479918,1
26367,Malaria Codes,The Octopus Project,0.498,0.659,8,1,0.139,0.292814834969338,0
26368,Blacks,Xiu Xiu,0.399,0.871,11,1,0.0898,0.6256095774294147,2
26369,Saint,Jakob,0.0694,0.0613,8,1,0.0386,0.3287720546683689,0
26370,Dog and Pony Show,Shellac,0.549,0.315,0,1,0.47,0.5587475669227067,1
26371,Almost There,The Album Leaf,0.357,0.725,0,1,0.553,0.920848071328408,1
26372,Solar Wind,I Am Waiting for You Last Summer,0.472,0.661,7,0,0.0657,0.3974758785240378,0
26373,White Trash Heroes,Archers of Loaf,0.494,0.367,5,1,0.104,0.4722158270369828,0
26374,The Words,Psapp,0.723,0.713,2,0,0.896,0.6277360346595785,1
26375,The Earth and The Sun,Moving Mountains,0.167,0.367,9,1,0.0371,0.4639067372695117,2
26376,Himmelbjerget,Efterklang,0.299,0.419,0,0,0.114,0.7397810753678394,1
26377,Eating Spiders,Psapp,0.838,0.609,9,0,0.969,0.4185353397936333,2
26378,O Fridur,Sigur Rós,0.126,0.308,7,1,0.0937,0.3144854433956341,0
26379,Ugín,Cult of Luna,0.198,0.0607,1,1,0.117,0.3610665773666255,1
26380,Tonebank Computer,Holy Fuck,0.449,0.981,11,0,0.456,0.7368383599489315,2
26381,Book IX,Caspian,0.513,0.781,7,1,0.16,0.540170367734779,0
26382,Yawns,Frightened Rabbit,0.544,0.512,0,1,0.332,0.5361560518219303,1
26383,Rejoice,Pedro the Lion,0.176,0.291,9,0,0.0935,0.322995458255719,2
26384,And the Glitter is Gone,Yo La Tengo,0.298,0.944,0,1,0.211,0.4350446849034095,1
26385,New Birds,Arab Strap,0.423,0.257,9,1,0.0977,0.5934364469746123,2
26386,No Sleeves,Les Savy Fav,0.35,0.672,2,0,0.312,0.5407312836183261,1
26387,Radiate,Enter Shikari,0.29,0.899,8,1,0.325,0.4042654722786162,0
26388,Buffet,We Have Band,0.417,0.57,7,1,0.0481,0.5689193997362859,0
26389,Hallmark,Broken Social Scene,0.523,0.583,0,1,0.172,0.5022290127461856,1
26390,Ode We Will Bury Ourselves,Moving Mountains,0.353,0.699,0,0,0.209,0.6688001004625463,1
26391,Safe Passage,65daysofstatic,0.166,0.401,4,0,0.0539,0.4782352079365412,1
26392,Fuck Me,Yann Tiersen,0.451,0.642,2,1,0.277,0.5359467548504574,1
26393,The Nearing Grave,Long Distance Calling,0.265,0.674,9,0,0.0847,0.5859729169718915,2
26394,Authentic Celestial Music,Dirty Three,0.284,0.462,4,0,0.262,0.4999853492119969,1
26395,Bottom Feeder,Moving Mountains,0.155,0.0194,9,1,0.0372,0.5650808932794743,2
26396,New Rubbers,Psapp,0.609,0.418,1,1,0.272,0.4511186923125223,1
26397,Colossus U.S.A.,The Distillers,0.138,0.987,8,1,0.198,0.6877582201385546,0
26398,Specks of Light,Pelican,0.306,0.922,2,1,0.141,0.6074802737604387,1
26399,Collagen Rock,mclusky,0.55,0.955,11,1,0.549,0.5192322987086377,2
26400,Race : Out,Battles,0.512,0.794,2,1,0.242,0.4578957282488123,1
26401,Disaster,The Besnard Lakes,0.412,0.485,9,1,0.224,0.3337868101048578,2
26402,Pat,Slint,0.457,0.488,6,0,0.221,0.3269176835011197,0
26403,Illuminant,Efterklang,0.0692,0.379,1,0,0.0381,0.3123422424077524,1
26404,Fishing the Sky,The Appleseed Cast,0.163,0.881,11,1,0.351,0.6628393227150003,2
26405,Tuxedo Hat,The Octopus Project,0.405,0.802,11,1,0.445,0.6046966240398503,2
26406,Fljotavik,Sigur Rós,0.132,0.0656,8,1,0.0687,0.2304401515310074,0
26407,I Became a Prostitute,The Twilight Sad,0.507,0.907,10,0,0.386,0.5190774189497478,2
26408,Baby Let Me,Hope Sandoval & The Warm Inventions,0.158,0.179,4,0,0.0234,0.2815379141463823,1
26409,Asa,Russian Circles,0.415,0.137,4,1,0.0379,0.510797630758283,1
26410,Dust on the Window,Low,0.258,0.329,2,1,0.128,0.7753531886393605,1
26411,Wormwood,Callisto,0.484,0.575,7,1,0.131,0.385005964963687,0
26412,Centre,Pornopop,0.447,0.268,11,0,0.137,0.5025387722639654,2
26413,Sigur 7 (Untitled),Sigur Rós,0.111,0.394,4,0,0.0393,0.3601205550555684,1
26414,Inventions,Maserati,0.521,0.757,6,1,0.148,0.4938110885535486,0
26415,Mark David Chapman,...And You Will Know Us by the Trail of Dead,0.234,0.953,7,1,0.184,0.6387911006927731,0
26416,Burnt Reynolds,Crippled Black Phoenix,0.228,0.437,9,1,0.0936,0.4682349986395697,2
26417,Mountain Halo,The Appleseed Cast,0.571,0.816,0,1,0.662,0.5252098202139015,1
26418,Death of a Salesman,Low,0.565,0.0524,2,1,0.134,0.3452227966261328,1
26419,We Live NE Of Compton,Liars,0.386,0.749,9,0,0.55,0.574871805604973,2
26420,Silent Woods,Husky Rescue,0.235,0.254,9,1,0.0862,0.3245275120869001,2
26421,God of Thunder,M83,0.363,0.879,2,0,0.0394,0.6070323782414868,1
26422,These Are the Ghosts,The Bees,0.256,0.756,2,1,0.397,0.5774963896272421,1
26423,Black Spider 2,Mogwai,0.479,0.317,4,0,0.0382,0.409711379476339,1
26424,Renegade Princess,Sonic Youth,0.323,0.87,0,1,0.143,0.6191590447686222,1
26425,For Agent 13,The Besnard Lakes,0.18,0.393,7,1,0.0753,0.3475585508277695,0
26426,Like Herod (live),Mogwai,0.108,0.567,6,0,0.0397,0.250419640427803,0
26427,Broadway (So Many People),Low,0.117,0.448,9,1,0.192,0.3668264300215575,2
26428,Better Get a Broom!,Hella,0.353,0.919,9,0,0.503,0.3977144770715168,2
26429,When Sorrow Shoots Her Darts,Set Fire to Flames,0.122,0.174,1,1,0.0509,0.3213587559388016,1
26430,Penumbra,Tortoise,0.616,0.52,1,1,0.167,0.27955377885682,1
26431,Walk Into the Sea,Low,0.42,0.539,4,1,0.57,0.5479394713158501,1
26432,Acheron,The Evpatoria Report,0.316,0.291,9,0,0.0358,0.5231084786203144,2
26433,Pretend To Forget,Message To Bears,0.34,0.192,7,0,0.309,0.7535277004541746,0
26434,The Major Cities of the World Are Being Destroyed One by One by the Monsters,65daysofstatic,0.391,0.495,9,0,0.0564,0.6082169991000231,2
26435,G,Labradford,0.468,0.157,5,1,0.0448,0.4602691559053141,0
26436,Pump Fake,Snowing,0.196,0.902,9,1,0.647,0.724242868205697,2
26437,Cover the Roots / Lower the Stems,Moving Mountains,0.283,0.724,8,0,0.266,0.5232675443186338,0
26438,Red Fox,Tomahawk,0.624,0.758,7,1,0.38,0.3768098955608113,0
26439,Conscious Life for Coma Boy,Aereogramme,0.527,0.517,3,1,0.369,0.4900144414910317,1
26440,In Silence,Low,0.569,0.376,10,1,0.128,0.4705330793863413,2
26441,Kitchen,This Will Destroy You,0.189,0.195,1,1,0.0389,0.531036647899705,1
26442,Disarray,Low,0.65,0.423,4,0,0.457,0.862789091441847,1
26443,The Last Ten Homes,Mice Parade,0.613,0.624,10,1,0.879,0.4273509282320685,2
26444,Anchor,Motorama,0.696,0.512,4,1,0.621,0.6486992193222965,1
26445,Red in Tooth and Claw,Rosetta,0.201,0.69,2,0,0.15,0.4630528056259026,1
26446,Lamb And The Lion,The Mae Shi,0.517,0.943,0,1,0.0606,0.4187781242805417,1
26447,Stoppa mig juni (Lilla Ego),Kent,0.347,0.493,3,0,0.0754,0.5471567006425417,1
26448,Upstairs,Psapp,0.682,0.287,7,1,0.323,0.593892714372423,0
26449,Broken Witch,Liars,0.501,0.857,6,0,0.448,0.6023064526256305,0
26450,Exits,Aereogramme,0.522,0.454,9,1,0.143,0.5146445090939534,2
26451,Child-Heart Losers,Sunset Rubdown,0.618,0.16,9,0,0.316,0.3803595721969903,2
26452,Svefn,Stafrænn Hákon,0.475,0.534,7,1,0.111,0.3976558739195044,0
26453,Sundown Highway,Long Distance Calling,0.288,0.799,4,0,0.214,0.6066514577534063,1
26454,Bizarro Zarro Land,Lightning Bolt,0.207,0.997,11,1,0.0364,0.5124259611963415,2
26455,A Life Worth Living,Aereogramme,0.429,0.473,4,0,0.166,0.3347746918102095,1
26456,The Platform on the Ocean,Arthur Russell,0.67,0.576,9,1,0.756,0.6392557399694427,2
26457,Afrika,Russian Circles,0.252,0.84,9,1,0.0744,0.5978861005881245,2
26458,Bees Bein' Strugglin',The Octopus Project,0.503,0.951,7,1,0.331,0.5131208271416313,0
26459,Young Face Gone Wrong,Mogwai,0.384,0.305,6,0,0.0356,0.3377006634713996,0
26460,Take Your Time,Spiritualized,0.36,0.181,7,1,0.186,0.3256032985202704,0
26461,Prahanien,pg.lost,0.223,0.263,0,1,0.0456,0.4858829192741581,1
26462,Oh How I Miss You,Broadcast,0.309,0.597,2,1,0.284,0.3341426149563616,1
26463,The Sweep,Cult of Luna,0.104,0.405,1,0,0.0497,0.3763954875572951,1
26464,Compliance,The Most Serene Republic,0.255,0.752,9,1,0.164,0.3629669938675987,2
26465,Misplaced,The Boxer Rebellion,0.233,0.644,5,0,0.0669,0.6725925615856339,0
26466,Feel.Love.Thinking.Of.,Faunts,0.283,0.949,7,1,0.558,0.5528621360848909,0
26467,Till the End,Yann Tiersen,0.365,0.505,7,1,0.0612,0.3201699491408359,0
26468,Residential Love Song,K.C. Accidental,0.201,0.502,4,1,0.809,0.7409447665292284,1
26469,The Lament of the Nithered Mercenary,Crippled Black Phoenix,0.234,0.963,7,0,0.152,0.4268528014399632,0
26470,Midtown,The Sea and Cake,0.655,0.681,9,1,0.786,0.6907469808911865,2
26471,The River of Water,Yo La Tengo,0.501,0.927,0,1,0.904,0.3980660959835912,1
26472,Small Flowers Crack Concrete,Sonic Youth,0.441,0.755,2,0,0.23,0.4097909123254987,1
26473,Immaculate Heart 1,The American Analog Set,0.815,0.582,2,1,0.904,0.4660666820151112,1
26474,I Don't Know What To Say,Mogwai,0.262,0.525,8,1,0.0398,0.4929571569099396,0
26475,Over Over,Xiu Xiu,0.491,0.709,7,1,0.205,0.5546327884635509,0
26476,Ever Since,Dirty Three,0.434,0.452,2,0,0.312,0.4886623830553173,1
26477,The Colour Of Snow,Polarkreis 18,0.425,0.894,10,1,0.705,0.7368383599489315,2
26478,Beams,Tape,0.319,0.13,7,0,0.0937,0.7137403461771907,0
26479,King of You,Psapp,0.843,0.45,9,0,0.757,0.4854099081186296,2
26480,The Further I Slide,Badly Drawn Boy,0.62,0.727,2,1,0.908,0.7701333221708283,1
26481,S,Labradford,0.333,0.284,0,1,0.201,0.2960380083300195,1
26482,Jojo,Efterklang,0.439,0.453,11,0,0.151,0.5586010590426758,2
26483,Part Two,No Use for a Name,0.313,0.943,1,1,0.302,0.7987986353837462,1
26484,Onions,Do Make Say Think,0.295,0.0223,9,0,0.424,0.695217564201846,2
26485,Boundaries,Kyte,0.474,0.407,7,1,0.1,0.3518742543795392,0
26486,P-rofi,Stafrænn Hákon,0.397,0.396,2,1,0.204,0.418698591431382,1
26487,An Inch Above Sand,Pelican,0.416,0.914,11,1,0.483,0.5624437514389168,2
26488,You Take the Devil Out of Me,Crippled Black Phoenix,0.312,0.765,2,1,0.371,0.6096946357186211,1
26489,Soul Society,Kamelot,0.413,0.825,3,0,0.204,0.3456120889930723,1
26490,Internal Primates Forever,Mudvayne,0.467,0.952,1,1,0.487,0.8121727118608595,1
26491,Increase,Katatonia,0.506,0.819,3,1,0.521,0.5861947717616526,1
26492,Teargas,Katatonia,0.302,0.918,8,0,0.198,0.7532974737855545,0
26493,All That You Are,Mudvayne,0.611,0.861,8,1,0.241,0.4770589589568639,0
26494,Lizzy,Melvins,0.516,0.294,4,0,0.0894,0.4984072500470918,1
26495,The Sweetest Curse,Baroness,0.183,0.936,1,1,0.168,0.7597563783252058,1
26496,The Power Of One,Sonata Arctica,0.304,0.877,9,1,0.0844,0.3140166181795349,2
26497,Ghost Opera,Kamelot,0.433,0.97,1,0,0.285,0.6701186713828251,1
26498,Forsaker,Katatonia,0.468,0.721,10,0,0.536,0.5859101278804496,2
26499,Do What They Say,Korn,0.556,0.771,0,1,0.35,0.5103832227547668,1
26500,Ever Be,Korn,0.475,0.909,0,1,0.326,0.670127043261684,1
26501,Choices,Mudvayne,0.321,0.964,8,1,0.359,0.6912241779861446,0
26502,Swollen and Halo,Baroness,0.171,0.945,0,1,0.171,0.6267941982879508,1
26503,Cradle,Mudvayne,0.314,0.971,11,1,0.17,0.668971723979154,2
26504,Hushabye,Korn,0.517,0.786,9,0,0.333,0.5779735867222001,2
26505,Strange Machines,The Gathering,0.299,0.722,7,0,0.119,0.5059000816258189,0
26506,For My Demons,Katatonia,0.438,0.622,6,1,0.268,0.7288432156386697,0
26507,I Will Protect You,Korn,0.548,0.868,2,1,0.222,0.5443521212248059,1
26508,Lemuria,Therion,0.498,0.512,0,1,0.188,0.5015299608614664,1
26509,The Godfather,Fantômas,0.276,0.56,5,0,0.17,0.4272462797463321,0
26510,Gaia,Tiamat,0.416,0.634,7,1,0.155,0.5006592854601395,0
26511,Heroines,Diablo Swing Orchestra,0.653,0.881,1,0,0.572,0.5312878042654723,1
26512,Rosemary's Baby,Fantômas,0.366,0.604,8,1,0.163,0.4935557462483518,0
26513,Shadow of a Man,Mudvayne,0.397,0.93,1,1,0.672,0.4712572469076373,1
26514,From the Heaven of My Heart,Amorphis,0.473,0.827,3,1,0.297,0.5149584545511627,1
26515,The Parting,Katatonia,0.391,0.793,10,0,0.3,0.7744239100860212,2
26516,To Mega Therion,Therion,0.409,0.788,6,1,0.434,0.5824944013060132,0
26517,Modern Meat,Animals as Leaders,0.523,0.283,6,0,0.0912,0.4133991921136902,0
26518,Locust Star,Neurosis,0.185,0.492,10,1,0.0602,0.4298750497080307,2
26519,Clean Today,Katatonia,0.502,0.867,1,1,0.39,0.4482973691370686,1
26520,Uthark Runa,Therion,0.411,0.924,8,1,0.19,0.3551476590133741,0
26521,O'Appalachia,Baroness,0.254,0.926,3,1,0.679,0.6471169342179619,1
26522,I Transpire,Katatonia,0.19,0.848,3,0,0.129,0.4688587036145587,1
26523,Good Neighbor,The Dillinger Escape Plan,0.146,0.993,4,1,0.216,0.8031645702086693,1
26524,Experiment in Terror,Fantômas,0.294,0.491,2,0,0.213,0.4893656208794659,1
26525,Cold Ways,Katatonia,0.517,0.795,3,0,0.366,0.477096632411729,1
26526,Skrying,Mudvayne,0.354,0.74,8,1,0.48,0.3953326775361561,0
26527,Poetic Pitbull Revolutions,Diablo Swing Orchestra,0.314,0.949,11,0,0.414,0.4236924171707236,2
26528,Up Through the Ashes,Kamelot,0.201,0.982,1,0,0.172,0.7528746939031794,1
26529,The Doorway,Neurosis,0.13,0.725,0,1,0.108,0.3856924590301179,1
26530,Breaking The Silence,Queensrÿche,0.505,0.918,0,1,0.531,0.5236568366855733,1
26531,Cape Fear,Fantômas,0.142,0.935,0,1,0.108,0.6093848762008415,1
26532,I Remember Now,Queensrÿche,0.447,0.167,5,1,0.056,0.3308231649888026,0
26533,Sampo,Amorphis,0.159,0.763,7,1,0.269,0.7361769815190774,0
26534,Saw You Drown,Katatonia,0.528,0.651,3,0,0.154,0.4398292136712782,1
26535,Transitory,After Forever,0.539,0.982,2,1,0.523,0.4394650369409155,1
26536,In Quest For,Avantasia,0.438,0.302,9,1,0.117,0.305699156533205,2
26537,A Voice in the Dark,Blind Guardian,0.376,0.845,11,0,0.0501,0.7702840159902887,2
26538,Rag Doll Physics,Diablo Swing Orchestra,0.352,0.689,7,1,0.343,0.4419975302957366,0
26539,Rain. Sun. Gone.,Mudvayne,0.409,0.953,2,1,0.731,0.3531928252998179,1
26540,Through Silver In Blood,Neurosis,0.273,0.857,1,0,0.0989,0.5305175914104523,1
26541,Angels Cry,Angra,0.232,0.974,11,1,0.182,0.5736788128675778,2
26542,Back Where I Belong,Baroness,0.241,0.749,9,0,0.0493,0.4507419577638712,2
26543,A Darkness Coming,Katatonia,0.553,0.477,10,0,0.0984,0.4103602000879048,2
26544,Buildings,Katatonia,0.442,0.334,2,0,0.195,0.5851441009648591,1
26545,Crystal Morning,The Dillinger Escape Plan,0.29,0.988,6,0,0.235,0.6220515289143767,0
26546,Visionaire,Tiamat,0.0824,0.788,0,0,0.193,0.76395906151238,1
26547,You Learn About It,The Gathering,0.399,0.665,6,1,0.154,0.6279620753887691,0
26548,Leaves,The Gathering,0.182,0.734,0,1,0.0496,0.5251009857887357,1
26549,Had To (Leave),Katatonia,0.425,0.889,5,0,0.36,0.3473827413717323,0
26550,Weekend Sex Change,The Dillinger Escape Plan,0.35,0.735,2,1,0.197,0.4955022080830491,1
26551,The Harvest,Sonata Arctica,0.46,0.944,1,1,0.548,0.6907134933757509,1
26552,Endless Endings,The Dillinger Escape Plan,0.166,0.992,11,0,0.188,0.7370350991021161,2
26553,Mourning Star,Kamelot,0.283,0.99,10,0,0.0393,0.4394189916071915,2
26554,Natural Joe,Primus,0.49,0.935,9,1,0.606,0.3418238138094142,2
26555,Spirit Never Die,Masterplan,0.434,0.941,11,1,0.251,0.603026434207497,2
26556,My Empty Room,Queensrÿche,0.576,0.11,2,1,0.106,0.518537432763348,1
26557,Infralove,Diablo Swing Orchestra,0.451,0.946,4,0,0.704,0.6917223047782499,1
26558,Nightmares by the Sea,Katatonia,0.612,0.736,6,1,0.255,0.5109064651834488,0
26559,Acrid Placidity,Meshuggah,0.401,0.149,5,0,0.038,0.4183930178530317,0
26560,Relention,Katatonia,0.556,0.647,8,0,0.389,0.4858745473952992,0
26561,Valkyries,Blind Guardian,0.347,0.931,1,0,0.101,0.6952803532932879,1
26562,Gothic Kabbalah,Therion,0.532,0.742,4,0,0.609,0.50219552523075,1
26563,Qualms Of Conscience,Diablo Swing Orchestra,0.535,0.0905,2,0,0.402,0.5691872998597711,1
26564,Restless Oblivion,Anathema,0.29,0.864,11,1,0.114,0.515942150317085,2
26565,Spegetti Western,Primus,0.38,0.981,6,0,0.324,0.4368069654032107,0
26566,Silence of the Darkness,Kamelot,0.424,0.984,5,0,0.227,0.6696121727118609,0
26567,Board Up the House,Baroness,0.404,0.947,0,1,0.277,0.314008246300676,1
26568,No Good Can Come of This,Katatonia,0.571,0.62,3,0,0.34,0.4812993155989034,1
26569,Shrink,The Gathering,0.268,0.425,8,1,0.0358,0.4268109420456686,0
26570,Strained,Katatonia,0.542,0.901,8,0,0.3,0.4266560622867787,0
26571,Artificial Sun Projection,Scar Symmetry,0.427,0.964,4,0,0.302,0.4185018522781976,1
26572,Zodiac Virtues,Diablo Swing Orchestra,0.632,0.932,9,1,0.591,0.4727474413445238,2
26573,Don't You Cry,Kamelot,0.3,0.288,8,0,0.37,0.6269448921074112,0
26574,Blücher,Kamelot,0.478,0.976,1,1,0.245,0.4396492182758116,1
26575,Highest Star,Amorphis,0.398,0.877,2,0,0.379,0.6071286548483643,1
26576,Firmament,The Ocean,0.549,0.881,0,0,0.286,0.5231754536511857,1
26577,Souvenirs,The Gathering,0.462,0.687,2,0,0.164,0.4773310450197786,1
26578,Pink Noise Waltz,Diablo Swing Orchestra,0.312,0.799,2,1,0.303,0.7759685217354906,1
26579,Dreaming 24/7,Scar Symmetry,0.49,0.961,6,0,0.607,0.5651143807949098,0
26580,New Eden,Animals as Leaders,0.276,0.435,1,0,0.109,0.7126227003495259,1
26581,Addicted!,Devin Townsend Project,0.487,0.914,6,0,0.501,0.4395738713660814,0
26582,Heathen Throne,Ensiferum,0.314,0.96,2,0,0.126,0.5232340568031981,1
26583,Supercrush!,Devin Townsend Project,0.489,0.853,7,1,0.269,0.5023964503233639,0
26584,Nocturnal Emission,Anathema,0.299,0.521,0,1,0.0946,0.5234852131689656,1
